"","gender","type","continent"
"21843","F","Corr. Author","North America"
"21844","M","Corr. Author","North America"
"21845","M","Corr. Author","North America"
"21846","UNK","Corr. Author","North America"
"21847","M","Corr. Author","North America"
"21848","M","Corr. Author","North America"
"21849","F","Corr. Author","North America"
"21850","M","Corr. Author","Asia"
"21851","F","Corr. Author","North America"
"21852","F","Corr. Author","Europe"
"21853","M","Corr. Author","North America"
"21854","M","Corr. Author","Europe"
"21855","M","Corr. Author","Asia"
"21856","F","Corr. Author","Europe"
"21857","M","Corr. Author","Europe"
"21858","M","Corr. Author","Europe"
"21859","F","Corr. Author","North America"
"21860","M","Corr. Author","North America"
"21861","M","Corr. Author","North America"
"21862","F","Corr. Author","Asia"
"21863","F","Corr. Author","North America"
"21864","M","Corr. Author","Asia"
"21865","F","Corr. Author","Asia"
"21866","M","Corr. Author","Asia"
"21867","F","Corr. Author","Europe"
"21868","M","Corr. Author","Asia"
"21869","F","Corr. Author","Asia"
"21870","F","Corr. Author","Europe"
"21871","F","Corr. Author","Europe"
"21872","M","Corr. Author","Europe"
"21873","F","Corr. Author","Europe"
"21874","M","Corr. Author","Europe"
"21875","M","Corr. Author","Europe"
"21876","M","Corr. Author","Europe"
"21877","UNK","Corr. Author","Asia"
"21878","M","Corr. Author","North America"
"21879","F","Corr. Author","Europe"
"21880","M","Corr. Author","North America"
"21881","M","Corr. Author","North America"
"21882","M","Corr. Author","Oceania"
"21883","F","Corr. Author","North America"
"21884","M","Corr. Author","Europe"
"21885","F","Corr. Author","North America"
"21886","F","Corr. Author","North America"
"21887","F","Corr. Author","North America"
"21888","M","Corr. Author","North America"
"21889","F","Corr. Author","North America"
"21890","F","Corr. Author","North America"
"21891","UNK","Corr. Author","Asia"
"21892","M","Corr. Author","Asia"
"21893","M","Corr. Author","North America"
"21894","UNK","Corr. Author","Asia"
"21895","F","Corr. Author","Asia"
"21896","M","Corr. Author","Oceania"
"21897","M","Corr. Author","Asia"
"21898","F","Corr. Author","Europe"
"21899","M","Corr. Author","Europe"
"21900","M","Corr. Author","Europe"
"21901","M","Corr. Author","Europe"
"21902","F","Corr. Author","Asia"
"21903","F","Corr. Author","Europe"
"21904","M","Corr. Author","North America"
"21905","M","Corr. Author","Europe"
"21906","M","Corr. Author","North America"
"21907","M","Corr. Author","Europe"
"21908","M","Corr. Author","North America"
"21909","M","Corr. Author","North America"
"21910","M","Corr. Author","North America"
"21911","M","Corr. Author","North America"
"21912","F","Corr. Author","North America"
"21913","F","Corr. Author","North America"
"21914","M","Corr. Author","Asia"
"21915","M","Corr. Author","Asia"
"21916","M","Corr. Author","Asia"
"21917","F","Corr. Author","Asia"
"21918","M","Corr. Author","Asia"
"21919","M","Corr. Author","North America"
"21920","M","Corr. Author","Europe"
"21921","F","Corr. Author","Europe"
"21922","UNK","Corr. Author","Europe"
"21923","M","Corr. Author","Europe"
"21924","M","Corr. Author","Europe"
"21925","M","Corr. Author","Europe"
"21926","M","Corr. Author","Europe"
"21927","F","Corr. Author","Europe"
"21928","F","Corr. Author","North America"
"21929","F","Corr. Author","Europe"
"21930","F","Corr. Author","Europe"
"21931","UNK","Corr. Author","North America"
"21932","M","Corr. Author","North America"
"21933","M","Corr. Author","Europe"
"21934","M","Corr. Author","Europe"
"21935","M","Corr. Author","Asia"
"21936","M","Corr. Author","Europe"
"21937","M","Corr. Author","Europe"
"21938","M","Corr. Author","Europe"
"21939","F","Corr. Author","North America"
"21940","M","Corr. Author","Europe"
"21941","M","Corr. Author","Oceania"
"21942","M","Corr. Author","North America"
"21943","M","Corr. Author","South America"
"21944","M","Corr. Author","North America"
"21945","M","Corr. Author","North America"
"21946","F","Corr. Author","Europe"
"21947","M","Corr. Author","Europe"
"21948","F","Corr. Author","Oceania"
"21949","F","Corr. Author","Europe"
"21950","M","Corr. Author","Europe"
"21951","M","Corr. Author","Europe"
"21952","M","Corr. Author","Asia"
"21953","F","Corr. Author","North America"
"21954","M","Corr. Author","Europe"
"21955","M","Corr. Author","Europe"
"21956","F","Corr. Author","North America"
"21957","M","Corr. Author","North America"
"21958","M","Corr. Author","Europe"
"21959","M","Corr. Author","North America"
"21960","M","Corr. Author","North America"
"21961","UNK","Corr. Author","Asia"
"21962","M","Corr. Author","Oceania"
"21963","M","Corr. Author","Europe"
"21964","M","Corr. Author","Europe"
"21965","UNK","Corr. Author","Europe"
"21966","M","Corr. Author","Europe"
"21967","F","Corr. Author","Europe"
"21968","M","Corr. Author","Europe"
"21969","F","Corr. Author","Europe"
"21970","M","Corr. Author","Europe"
"21971","M","Corr. Author","Asia"
"21972","F","Corr. Author","Europe"
"21973","M","Corr. Author","Europe"
"21974","F","Corr. Author","Europe"
"21975","M","Corr. Author","Europe"
"21976","M","Corr. Author","Europe"
"21977","F","Corr. Author","Europe"
"21978","M","Corr. Author","Asia"
"21979","F","Corr. Author","Europe"
"21980","M","Corr. Author","North America"
"21981","M","Corr. Author","North America"
"21982","F","Corr. Author","South America"
"21983","M","Corr. Author","North America"
"21984","M","Corr. Author","North America"
"21985","F","Corr. Author","North America"
"21986","F","Corr. Author","Europe"
"21987","M","Corr. Author","Asia"
"21988","M","Corr. Author","Europe"
"21989","UNK","Corr. Author","Asia"
"21990","M","Corr. Author","Europe"
"21991","M","Corr. Author","Europe"
"21992","M","Corr. Author","Europe"
"21993","M","Corr. Author","Europe"
"21994","M","Corr. Author","North America"
"21995","M","Corr. Author","North America"
"21996","F","Corr. Author","Europe"
"21997","F","Corr. Author","North America"
"21998","F","Corr. Author","North America"
"21999","M","Corr. Author","Oceania"
"22000","M","Corr. Author","Asia"
"22001","M","Corr. Author","Europe"
"22002","UNK","Corr. Author","Europe"
"22003","M","Corr. Author","Europe"
"22004","UNK","Corr. Author","Asia"
"22005","F","Corr. Author","Asia"
"22006","F","Corr. Author","Europe"
"22007","M","Corr. Author","Europe"
"22008","M","Corr. Author","North America"
"22009","M","Corr. Author","North America"
"22010","F","Corr. Author","Europe"
"22011","M","Corr. Author","North America"
"22012","UNK","Corr. Author","North America"
"22013","M","Corr. Author","North America"
"22014","F","Corr. Author","South America"
"22015","M","Corr. Author","Asia"
"22016","F","Corr. Author","Asia"
"22017","M","Corr. Author","Europe"
"22018","F","Corr. Author","North America"
"22019","M","Corr. Author","North America"
"22020","M","Corr. Author","Europe"
"22021","M","Corr. Author","North America"
"22022","M","Corr. Author","North America"
"22023","M","Corr. Author","Europe"
"22024","M","Corr. Author","North America"
"22025","M","Corr. Author","Asia"
"22026","M","Corr. Author","North America"
"22027","M","Corr. Author","North America"
"22028","M","Corr. Author","North America"
"22029","M","Corr. Author","Oceania"
"22030","F","Corr. Author","Europe"
"22031","M","Corr. Author","Africa"
"22032","M","Corr. Author","Europe"
"22033","M","Corr. Author","Europe"
"22034","M","Corr. Author","Europe"
"22035","M","Corr. Author","Asia"
"22036","F","Corr. Author","Europe"
"22037","M","Corr. Author","Europe"
"22038","F","Corr. Author","Europe"
"22039","F","Corr. Author","North America"
"22040","M","Corr. Author","Europe"
"22041","M","Corr. Author","Europe"
"22042","F","Corr. Author","Asia"
"22043","M","Corr. Author","North America"
"22044","M","Corr. Author","North America"
"22045","M","Corr. Author","North America"
"22046","M","Corr. Author","Europe"
"22047","M","Corr. Author","Oceania"
"22048","M","Corr. Author","North America"
"22049","F","Corr. Author","Asia"
"22050","F","Corr. Author","North America"
"22051","M","Corr. Author","Europe"
"22052","F","Corr. Author","Europe"
"22053","M","Corr. Author","Asia"
"22054","F","Corr. Author","Europe"
"22055","M","Corr. Author","Asia"
"22056","F","Corr. Author","Europe"
"22057","M","Corr. Author","North America"
"22058","M","Corr. Author","Europe"
"22059","M","Corr. Author","Europe"
"22060","M","Corr. Author","Asia"
"22061","M","Corr. Author","Asia"
"22062","M","Corr. Author","Asia"
"22063","M","Corr. Author","Europe"
"22064","F","Corr. Author","North America"
"22065","F","Corr. Author","Europe"
"22066","M","Corr. Author","North America"
"22067","F","Corr. Author","Asia"
"22068","M","Corr. Author","Europe"
"22069","M","Corr. Author","Asia"
"22070","M","Corr. Author","Africa"
"22071","M","Corr. Author","Asia"
"22072","UNK","Corr. Author","Asia"
"22073","M","Corr. Author","Europe"
"22074","F","Corr. Author","Asia"
"22075","M","Corr. Author","Europe"
"22076","F","Corr. Author","Europe"
"22077","F","Corr. Author","Europe"
"22078","M","Corr. Author","North America"
"22079","F","Corr. Author","Europe"
"22080","M","Corr. Author","Europe"
"22081","UNK","Corr. Author","North America"
"22082","M","Corr. Author","North America"
"22083","F","Corr. Author","Europe"
"22084","M","Corr. Author","North America"
"22085","M","Corr. Author","Europe"
"22086","M","Corr. Author","Asia"
"22087","M","Corr. Author","North America"
"22088","M","Corr. Author","Asia"
"22089","M","Corr. Author","Europe"
"22090","M","Corr. Author","North America"
"22091","M","Corr. Author","Asia"
"22092","M","Corr. Author","Europe"
"22093","F","Corr. Author","Europe"
"22094","F","Corr. Author","Europe"
"22095","M","Corr. Author","North America"
"22096","M","Corr. Author","North America"
"22097","M","Corr. Author","Oceania"
"22098","M","Corr. Author","Europe"
"22099","M","Corr. Author","Asia"
"22100","M","Corr. Author","Europe"
"22101","UNK","Corr. Author","Europe"
"22102","M","Corr. Author","North America"
"22103","M","Corr. Author","Europe"
"22104","UNK","Corr. Author","Europe"
"22105","M","Corr. Author","Europe"
"22106","M","Corr. Author","Europe"
"22107","M","Corr. Author","Europe"
"22108","M","Corr. Author","Asia"
"22109","M","Corr. Author","North America"
"22110","F","Corr. Author","North America"
"22111","M","Corr. Author","Europe"
"22112","F","Corr. Author","North America"
"22113","M","Corr. Author","North America"
"22114","F","Corr. Author","North America"
"22115","F","Corr. Author","North America"
"22116","F","Corr. Author","North America"
"22117","M","Corr. Author","Europe"
"22118","M","Corr. Author","North America"
"22119","M","Corr. Author","North America"
"22120","F","Corr. Author","Oceania"
"22121","M","Corr. Author","Asia"
"22122","F","Corr. Author","North America"
"22123","M","Corr. Author","Asia"
"22124","M","Corr. Author","North America"
"22125","F","Corr. Author","Europe"
"22126","M","Corr. Author","Europe"
"22127","UNK","Corr. Author","Asia"
"22128","M","Corr. Author","Europe"
"22129","M","Corr. Author","Europe"
"22130","M","Corr. Author","North America"
"22131","M","Corr. Author","North America"
"22132","F","Corr. Author","Europe"
"22133","M","Corr. Author","Europe"
"22134","M","Corr. Author","North America"
"22135","M","Corr. Author","North America"
"22136","M","Corr. Author","Europe"
"22137","M","Corr. Author","North America"
"22138","M","Corr. Author","North America"
"22139","M","Corr. Author","Europe"
"22140","F","Corr. Author","North America"
"22141","F","Corr. Author","Asia"
"22142","M","Corr. Author","North America"
"22143","M","Corr. Author","North America"
"22144","M","Corr. Author","North America"
"22145","M","Corr. Author","North America"
"22146","M","Corr. Author","Asia"
"22147","M","Corr. Author","North America"
"22148","F","Corr. Author","Europe"
"22149","F","Corr. Author","Europe"
"22150","UNK","Corr. Author","North America"
"22151","F","Corr. Author","Europe"
"22152","F","Corr. Author","Europe"
"22153","M","Corr. Author","North America"
"22154","F","Corr. Author","North America"
"22155","F","Corr. Author",NA
"22156","M","Corr. Author","Oceania"
"22157","F","Corr. Author","Europe"
"22158","M","Corr. Author","Asia"
"22159","F","Corr. Author","Asia"
"22160","M","Corr. Author","Europe"
"22161","M","Corr. Author","Asia"
"22162","M","Corr. Author","North America"
"22163","UNK","Corr. Author","Europe"
"22164","M","Corr. Author","Asia"
"22165","M","Corr. Author","Asia"
"22166","M","Corr. Author","Asia"
"22167","F","Corr. Author","Asia"
"22168","F","Corr. Author","North America"
"22169","M","Corr. Author","North America"
"22170","M","Corr. Author","North America"
"22171","M","Corr. Author","Europe"
"22172","M","Corr. Author","North America"
"22173","M","Corr. Author","Asia"
"22174","M","Corr. Author","Asia"
"22175","M","Corr. Author","Asia"
"22176","F","Corr. Author","Europe"
"22177","M","Corr. Author","Asia"
"22178","M","Corr. Author","Asia"
"22179","UNK","Corr. Author","Asia"
"22180","M","Corr. Author","Asia"
"22181","F","Corr. Author","South America"
"22182","M","Corr. Author","Asia"
"22183","M","Corr. Author","Oceania"
"22184","M","Corr. Author","Asia"
"22185","F","Corr. Author","Europe"
"22186","F","Corr. Author","Europe"
"22187","M","Corr. Author","Europe"
"22188","F","Corr. Author","Europe"
"22189","M","Corr. Author","Europe"
"22190","M","Corr. Author","Europe"
"22191","M","Corr. Author","North America"
"22192","UNK","Corr. Author","Europe"
"22193","M","Corr. Author","Asia"
"22194","M","Corr. Author","Asia"
"22195","M","Corr. Author","North America"
"22196","M","Corr. Author","Asia"
"22197","M","Corr. Author","Asia"
"22198","M","Corr. Author","Europe"
"22199","F","Corr. Author","Asia"
"22200","M","Corr. Author","Europe"
"22201","M","Corr. Author","Europe"
"22202","M","Corr. Author","Europe"
"22203","M","Corr. Author","Europe"
"22204","M","Corr. Author","South America"
"22205","F","Corr. Author","North America"
"22206","F","Corr. Author","North America"
"22207","F","Corr. Author","North America"
"22208","M","Corr. Author","North America"
"22209","F","Corr. Author","Asia"
"22210","M","Corr. Author","North America"
"22211","M","Corr. Author","North America"
"22212","M","Corr. Author","North America"
"22213","M","Corr. Author","North America"
"22214","M","Corr. Author","North America"
"22215","F","Corr. Author","Europe"
"22216","M","Corr. Author","Asia"
"22217","M","Corr. Author","Asia"
"22218","M","Corr. Author","Europe"
"22219","F","Corr. Author","Oceania"
"22220","F","Corr. Author","Europe"
"22221","M","Corr. Author","Europe"
"22222","F","Corr. Author","Europe"
"22223","M","Corr. Author","North America"
"22224","F","Corr. Author","North America"
"22225","M","Corr. Author","Europe"
"22226","F","Corr. Author","North America"
"22227","F","Corr. Author","Asia"
"22228","F","Corr. Author","Europe"
"22229","UNK","Corr. Author","Asia"
"22230","M","Corr. Author","Europe"
"22231","UNK","Corr. Author","North America"
"22232","M","Corr. Author","Asia"
"22233","F","Corr. Author","Asia"
"22234","M","Corr. Author","Asia"
"22235","M","Corr. Author","Asia"
"22236","M","Corr. Author","Europe"
"22237","M","Corr. Author","North America"
"22238","M","Corr. Author","North America"
"22239","F","Corr. Author","North America"
"22240","M","Corr. Author","North America"
"22241","M","Corr. Author","North America"
"22242","UNK","Corr. Author","North America"
"22243","M","Corr. Author","Asia"
"22244","M","Corr. Author","North America"
"22245","F","Corr. Author","Asia"
"22246","M","Corr. Author","Asia"
"22247","M","Corr. Author","Europe"
"22248","M","Corr. Author","Europe"
"22249","M","Corr. Author","Europe"
"22250","M","Corr. Author","North America"
"22251","M","Corr. Author","North America"
"22252","M","Corr. Author","Asia"
"22253","F","Corr. Author","Asia"
"22254","M","Corr. Author","Asia"
"22255","F","Corr. Author","Asia"
"22256","M","Corr. Author","Europe"
"22257","M","Corr. Author","Europe"
"22258","F","Corr. Author","North America"
"22259","M","Corr. Author","Europe"
"22260","M","Corr. Author","North America"
"22261","M","Corr. Author","North America"
"22262","F","Corr. Author","Europe"
"22263","F","Corr. Author","North America"
"22264","F","Corr. Author","North America"
"22265","M","Corr. Author","Asia"
"22266","F","Corr. Author","North America"
"22267","UNK","Corr. Author","Asia"
"22268","M","Corr. Author","North America"
"22269","M","Corr. Author","North America"
"22270","F","Corr. Author","North America"
"22271","M","Corr. Author","Europe"
"22272","M","Corr. Author","North America"
"22273","M","Corr. Author","Asia"
"22274","F","Corr. Author","North America"
"22275","M","Corr. Author","Oceania"
"22276","M","Corr. Author","Europe"
"22277","F","Corr. Author","North America"
"22278","UNK","Corr. Author","Asia"
"22279","F","Corr. Author","North America"
"22280","M","Corr. Author","Asia"
"22281","F","Corr. Author","North America"
"22282","F","Corr. Author","Europe"
"22283","F","Corr. Author","Europe"
"22284","F","Corr. Author",NA
"22285","F","Corr. Author","North America"
"22286","M","Corr. Author","Europe"
"22287","M","Corr. Author","Europe"
"22288","UNK","Corr. Author","North America"
"22289","M","Corr. Author","Oceania"
"22290","M","Corr. Author","Oceania"
"22291","M","Corr. Author","Asia"
"22292","M","Corr. Author","Asia"
"22293","F","Corr. Author","Asia"
"22294","M","Corr. Author","Europe"
"22295","M","Corr. Author","Europe"
"22296","M","Corr. Author","Europe"
"22297","M","Corr. Author","Europe"
"22298","F","Corr. Author","Europe"
"22299","M","Corr. Author","Oceania"
"22300","M","Corr. Author","Europe"
"22301","M","Corr. Author","Europe"
"22302","M","Corr. Author","North America"
"22303","UNK","Corr. Author","Asia"
"22304","F","Corr. Author","North America"
"22305","F","Corr. Author","Asia"
"22306","M","Corr. Author","Europe"
"22307","M","Corr. Author","Asia"
"22308","UNK","Corr. Author","North America"
"22309","UNK","Corr. Author","Europe"
"22310","M","Corr. Author","Europe"
"22311","UNK","Corr. Author","North America"
"22312","M","Corr. Author","North America"
"22313","UNK","Corr. Author","Europe"
"22314","M","Corr. Author","North America"
"22315","F","Corr. Author","Europe"
"22316","M","Corr. Author","Asia"
"22317","M","Corr. Author","Europe"
"22318","UNK","Corr. Author","Europe"
"22319","UNK","Corr. Author","Asia"
"22320","F","Corr. Author","Europe"
"22321","F","Corr. Author","Europe"
"22322","M","Corr. Author","Europe"
"22323","F","Corr. Author","Europe"
"22324","M","Corr. Author","Asia"
"22325","F","Corr. Author","North America"
"22326","M","Corr. Author","North America"
"22327","M","Corr. Author","Europe"
"22328","M","Corr. Author","Asia"
"22329","M","Corr. Author","Asia"
"22330","F","Corr. Author","Asia"
"22331","F","Corr. Author","Europe"
"22332","M","Corr. Author","Asia"
"22333","UNK","Corr. Author","Europe"
"22334","M","Corr. Author","Europe"
"22335","M","Corr. Author","Europe"
"22336","M","Corr. Author","South America"
"22337","M","Corr. Author","Europe"
"22338","F","Corr. Author","North America"
"22339","F","Corr. Author","Europe"
"22340","F","Corr. Author","Europe"
"22341","UNK","Corr. Author","North America"
"22342","F","Corr. Author","North America"
"22343","M","Corr. Author","North America"
"22344","M","Corr. Author","Europe"
"22345","M","Corr. Author","Europe"
"22346","M","Corr. Author","Asia"
"22347","UNK","Corr. Author","North America"
"22348","M","Corr. Author","Europe"
"22349","M","Corr. Author","Asia"
"22350","F","Corr. Author","North America"
"22351","M","Corr. Author","Asia"
"22352","M","Corr. Author","Asia"
"22353","M","Corr. Author","Europe"
"22354","M","Corr. Author","Europe"
"22355","M","Corr. Author","Europe"
"22356","F","Corr. Author","Europe"
"22357","M","Corr. Author","Europe"
"22358","M","Corr. Author","Asia"
"22359","M","Corr. Author","North America"
"22360","M","Corr. Author","Europe"
"22361","F","Corr. Author","Europe"
"22362","M","Corr. Author","Europe"
"22363","M","Corr. Author","North America"
"22364","F","Corr. Author","North America"
"22365","F","Corr. Author","North America"
"22366","F","Corr. Author","Asia"
"22367","M","Corr. Author","Asia"
"22368","F","Corr. Author","Asia"
"22369","M","Corr. Author","Europe"
"22370","M","Corr. Author","Europe"
"22371","M","Corr. Author","Europe"
"22372","M","Corr. Author","North America"
"22373","M","Corr. Author","South America"
"22374","M","Corr. Author","Europe"
"22375","F","Corr. Author","Europe"
"22376","M","Corr. Author","Europe"
"22377","M","Corr. Author","Europe"
"22378","F","Corr. Author","Europe"
"22379","M","Corr. Author","Europe"
"22380","F","Corr. Author","Europe"
"22381","M","Corr. Author","Asia"
"22382","M","Corr. Author","Asia"
"22383","M","Corr. Author","North America"
"22384","M","Corr. Author","Asia"
"22385","F","Corr. Author","North America"
"22386","F","Corr. Author","North America"
"22387","F","Corr. Author","North America"
"22388","F","Corr. Author","Asia"
"22389","UNK","Corr. Author","Asia"
"22390","F","Corr. Author","Europe"
"22391","M","Corr. Author","Asia"
"22392","M","Corr. Author","South America"
"22393","M","Corr. Author","Europe"
"22394","M","Corr. Author","Europe"
"22395","M","Corr. Author","Europe"
"22396","UNK","Corr. Author","Europe"
"22397","M","Corr. Author","North America"
"22398","M","Corr. Author","North America"
"22399","F","Corr. Author","Oceania"
"22400","M","Corr. Author","Asia"
"22401","UNK","Corr. Author","Asia"
"22402","M","Corr. Author","Asia"
"22403","M","Corr. Author","Asia"
"22404","F","Corr. Author","Asia"
"22405","F","Corr. Author","North America"
"22406","M","Corr. Author","Asia"
"22407","M","Corr. Author","Asia"
"22408","M","Corr. Author","Europe"
"22409","M","Corr. Author","North America"
"22410","M","Corr. Author","Asia"
"22411","M","Corr. Author","Asia"
"22412","M","Corr. Author","Asia"
"22413","M","Corr. Author","Oceania"
"22414","M","Corr. Author","Asia"
"22415","M","Corr. Author","Europe"
"22416","M","Corr. Author","Asia"
"22417","M","Corr. Author","Europe"
"22418","M","Corr. Author","Europe"
"22419","F","Corr. Author","Europe"
"22420","M","Corr. Author","Europe"
"22421","M","Corr. Author","Europe"
"22422","F","Corr. Author","Europe"
"22423","M","Corr. Author","North America"
"22424","F","Corr. Author","North America"
"22425","M","Corr. Author","North America"
"22426","M","Corr. Author","North America"
"22427","F","Corr. Author","North America"
"22428","M","Corr. Author","Asia"
"22429","M","Corr. Author","Europe"
"22430","M","Corr. Author","Europe"
"22431","M","Corr. Author","Europe"
"22432","UNK","Corr. Author","North America"
"22433","M","Corr. Author","Europe"
"22434","F","Corr. Author","Europe"
"22435","F","Corr. Author","Europe"
"22436","F","Corr. Author","North America"
"22437","F","Corr. Author","Europe"
"22438","M","Corr. Author","Europe"
"22439","F","Corr. Author","North America"
"22440","M","Corr. Author","North America"
"22441","M","Corr. Author","North America"
"22442","M","Corr. Author","South America"
"22443","M","Corr. Author","Asia"
"22444","M","Corr. Author","Europe"
"22445","F","Corr. Author","Asia"
"22446","F","Corr. Author","North America"
"22447","M","Corr. Author","Asia"
"22448","UNK","Corr. Author","Europe"
"22449","F","Corr. Author","Asia"
"22450","M","Corr. Author","Europe"
"22451","UNK","Corr. Author","North America"
"22452","M","Corr. Author","Europe"
"22453","F","Corr. Author","Europe"
"22454","M","Corr. Author","North America"
"22455","UNK","Corr. Author","North America"
"22456","M","Corr. Author","North America"
"22457","F","Corr. Author","Europe"
"22458","M","Corr. Author","Europe"
"22459","M","Corr. Author","South America"
"22460","M","Corr. Author","Europe"
"22461","F","Corr. Author","Europe"
"22462","F","Corr. Author","South America"
"22463","M","Corr. Author","North America"
"22464","F","Corr. Author","Europe"
"22465","M","Corr. Author","Europe"
"22466","M","Corr. Author","North America"
"22467","UNK","Corr. Author","North America"
"22468","M","Corr. Author","Europe"
"22469","M","Corr. Author","North America"
"22470","M","Corr. Author","North America"
"22471","M","Corr. Author","North America"
"22472","M","Corr. Author","North America"
"22473","F","Corr. Author","Oceania"
"22474","M","Corr. Author","Asia"
"22475","M","Corr. Author","Europe"
"22476","F","Corr. Author","Europe"
"22477","M","Corr. Author","Europe"
"22478","UNK","Corr. Author","Asia"
"22479","F","Corr. Author","Europe"
"22480","M","Corr. Author","Europe"
"22481","M","Corr. Author","North America"
"22482","M","Corr. Author","Europe"
"22483","M","Corr. Author","Europe"
"22484","F","Corr. Author","North America"
"22485","M","Corr. Author","Asia"
"22486","M","Corr. Author","North America"
"22487","F","Corr. Author","Europe"
"22488","M","Corr. Author","Europe"
"22489","M","Corr. Author","Asia"
"22490","F","Corr. Author","Europe"
"22491","M","Corr. Author","Europe"
"22492","M","Corr. Author","Asia"
"22493","M","Corr. Author","Europe"
"22494","M","Corr. Author","Europe"
"22495","F","Corr. Author","Europe"
"22496","M","Corr. Author","Europe"
"22497","F","Corr. Author","Europe"
"22498","M","Corr. Author","Asia"
"22499","M","Corr. Author","Europe"
"22500","M","Corr. Author","North America"
"22501","F","Corr. Author","North America"
"22502","M","Corr. Author","North America"
"22503","F","Corr. Author","North America"
"22504","M","Corr. Author","Asia"
"22505","M","Corr. Author","Asia"
"22506","M","Corr. Author","Europe"
"22507","M","Corr. Author","North America"
"22508","F","Corr. Author","Europe"
"22509","F","Corr. Author","Europe"
"22510","M","Corr. Author","Europe"
"22511","M","Corr. Author","Europe"
"22512","M","Corr. Author","North America"
"22513","F","Corr. Author","North America"
"22514","M","Corr. Author","North America"
"22515","M","Corr. Author","North America"
"22516","UNK","Corr. Author","North America"
"22517","M","Corr. Author","Asia"
"22518","M","Corr. Author","Europe"
"22519","M","Corr. Author","Europe"
"22520","M","Corr. Author","Europe"
"22521","F","Corr. Author","Europe"
"22522","M","Corr. Author","South America"
"22523","M","Corr. Author","Europe"
"22524","F","Corr. Author","North America"
"22525","M","Corr. Author","North America"
"22526","UNK","Corr. Author","Europe"
"22527","F","Corr. Author","North America"
"22528","M","Corr. Author","Asia"
"22529","M","Corr. Author","Asia"
"22530","F","Corr. Author","Asia"
"22531","F","Corr. Author","Europe"
"22532","UNK","Corr. Author","North America"
"22533","UNK","Corr. Author","Asia"
"22534","F","Corr. Author","Europe"
"22535","M","Corr. Author","Europe"
"22536","F","Corr. Author","Europe"
"22537","M","Corr. Author","Europe"
"22538","F","Corr. Author","North America"
"22539","M","Corr. Author","North America"
"22540","F","Corr. Author","North America"
"22541","M","Corr. Author","North America"
"22542","M","Corr. Author","North America"
"22543","F","Corr. Author","North America"
"22544","M","Corr. Author","Oceania"
"22545","M","Corr. Author","Asia"
"22546","UNK","Corr. Author","North America"
"22547","M","Corr. Author","South America"
"22548","M","Corr. Author","North America"
"22549","F","Corr. Author","Europe"
"22550","M","Corr. Author","North America"
"22551","M","Corr. Author","North America"
"22552","F","Corr. Author","North America"
"22553","M","Corr. Author","Asia"
"22554","F","Corr. Author","Asia"
"22555","M","Corr. Author","Asia"
"22556","M","Corr. Author","Asia"
"22557","M","Corr. Author","Asia"
"22558","F","Corr. Author","Europe"
"22559","F","Corr. Author","Oceania"
"22560","M","Corr. Author","Asia"
"22561","UNK","Corr. Author","Europe"
"22562","M","Corr. Author","Europe"
"22563","M","Corr. Author","Europe"
"22564","UNK","Corr. Author","Europe"
"22565","M","Corr. Author","Asia"
"22566","M","Corr. Author","Asia"
"22567","M","Corr. Author","Oceania"
"22568","M","Corr. Author","Europe"
"22569","F","Corr. Author","Europe"
"22570","M","Corr. Author","Europe"
"22571","F","Corr. Author","Europe"
"22572","M","Corr. Author","Asia"
"22573","UNK","Corr. Author","Oceania"
"22574","M","Corr. Author","North America"
"22575","M","Corr. Author","North America"
"22576","M","Corr. Author","South America"
"22577","F","Corr. Author","Europe"
"22578","M","Corr. Author","North America"
"22579","M","Corr. Author","Asia"
"22580","M","Corr. Author","Oceania"
"22581","M","Corr. Author","Europe"
"22582","M","Corr. Author","Asia"
"22583","M","Corr. Author","Europe"
"22584","M","Corr. Author","Asia"
"22585","M","Corr. Author","Europe"
"22586","M","Corr. Author","Europe"
"22587","M","Corr. Author","Europe"
"22588","M","Corr. Author","Europe"
"22589","M","Corr. Author","Europe"
"22590","F","Corr. Author","North America"
"22591","F","Corr. Author","Asia"
"22592","M","Corr. Author","Asia"
"22593","M","Corr. Author","North America"
"22594","M","Corr. Author","Europe"
"22595","M","Corr. Author","Europe"
"22596","F","Corr. Author","Europe"
"22597","M","Corr. Author","Europe"
"22598","M","Corr. Author","Europe"
"22599","M","Corr. Author","North America"
"22600","M","Corr. Author","North America"
"22601","M","Corr. Author","North America"
"22602","M","Corr. Author","North America"
"22603","M","Corr. Author","North America"
"22604","F","Corr. Author","North America"
"22605","M","Corr. Author","North America"
"22606","F","Corr. Author","North America"
"22607","F","Corr. Author","Europe"
"22608","M","Corr. Author","North America"
"22609","F","Corr. Author","Asia"
"22610","UNK","Corr. Author","Asia"
"22611","F","Corr. Author","Europe"
"22612","F","Corr. Author","Asia"
"22613","M","Corr. Author","Africa"
"22614","F","Corr. Author","Asia"
"22615","F","Corr. Author","Europe"
"22616","M","Corr. Author","North America"
"22617","M","Corr. Author","North America"
"22618","F","Corr. Author","Europe"
"22619","M","Corr. Author","Europe"
"22620","F","Corr. Author","Europe"
"22621","M","Corr. Author","North America"
"22622","UNK","Corr. Author","Asia"
"22623","UNK","Corr. Author","Europe"
"22624","M","Corr. Author","Europe"
"22625","F","Corr. Author","Asia"
"22626","M","Corr. Author","North America"
